id,pricing_category
T0005750292,2.0
T0005755190,3.0
T0005863242,3.0
T0005884244,3.0
T0005901240,2.0
T0005906074,2.0
T0005782952,3.0
T0005697051,3.0
T0005792864,2.0
T0005721737,2.0
T0005885828,1.0
T0005862653,1.0
T0005774892,3.0
T0005841679,3.0
T0005803966,3.0
T0005889518,3.0
T0005847603,3.0
T0005888064,2.0
T0005839203,1.0
T0005715346,2.0
T0005709089,3.0
T0005776427,1.0
T0005874565,3.0
T0005797198,3.0
T0005693708,3.0
T0005878235,3.0
T0005836512,3.0
T0005841029,2.0
T0005743723,1.0
T0005734802,3.0
T0005725180,1.0
T0005763924,2.0
T0005767195,3.0
T0005906254,2.0
T0005770366,2.0
T0005715544,2.0
T0005856594,2.0
T0005871410,3.0
T0005764406,2.0
T0005820840,2.0
T0005855315,2.0
T0005830116,3.0
T0005715088,1.0
T0005898574,2.0
T0005882034,3.0
T0005880979,2.0
T0005709887,2.0
T0005738332,1.0
T0005769201,2.0
T0005818307,2.0
T0005853612,1.0
T0005792202,3.0
T0005755487,1.0
T0005745080,3.0
T0005883127,2.0
T0005837773,2.0
T0005697420,3.0
T0005885834,1.0
T0005902521,3.0
T0005788278,2.0
T0005757927,1.0
T0005807282,2.0
T0005759337,2.0
T0005734477,1.0
T0005776042,2.0
T0005821449,3.0
T0005705057,1.0
T0005848402,1.0
T0005854297,3.0
T0005700415,2.0
T0005754488,1.0
T0005837730,2.0
T0005807714,2.0
T0005836236,1.0
T0005835279,2.0
T0005713315,2.0
T0005887264,2.0
T0005875355,3.0
T0005739176,2.0
T0005716163,3.0
T0005697522,1.0
T0005791598,2.0
T0005794161,1.0
T0005731935,3.0
T0005877880,3.0
T0005852571,3.0
T0005749618,3.0
T0005825093,3.0
T0005819071,3.0
T0005881232,3.0
T0005896072,3.0
T0005759591,3.0
T0005748437,2.0
T0005789472,3.0
T0005728357,2.0
T0005800884,1.0
T0005697809,3.0
T0005886665,3.0
T0005699615,1.0
T0005765949,2.0
T0005791473,2.0
T0005692935,2.0
T0005824116,3.0
T0005899768,2.0
T0005835029,2.0
T0005893504,2.0
T0005832805,2.0
T0005761951,3.0
T0005830072,1.0
T0005890813,2.0
T0005778626,1.0
T0005799030,2.0
T0005732790,2.0
T0005711411,2.0
T0005705257,2.0
T0005718016,2.0
T0005734630,3.0
T0005797266,2.0
T0005871317,2.0
T0005872573,2.0
T0005707193,2.0
T0005731203,2.0
T0005850257,1.0
T0005851634,3.0
T0005741527,2.0
T0005726479,3.0
T0005750840,2.0
T0005754748,3.0
T0005739222,2.0
T0005743530,3.0
T0005836572,2.0
T0005743847,3.0
T0005856122,2.0
T0005851982,2.0
T0005821553,3.0
T0005706251,2.0
T0005899700,3.0
T0005777651,3.0
T0005856059,2.0
T0005753611,3.0
T0005887624,2.0
T0005774994,3.0
T0005754300,3.0
T0005796625,2.0
T0005790921,1.0
T0005747403,2.0
T0005843037,2.0
T0005842000,1.0
T0005789332,3.0
T0005855530,3.0
T0005893910,2.0
T0005819875,3.0
T0005709283,1.0
T0005841845,3.0
T0005726144,2.0
T0005791103,2.0
T0005859319,2.0
T0005735757,2.0
T0005767077,2.0
T0005841942,2.0
T0005835468,2.0
T0005783165,2.0
T0005754952,1.0
T0005901384,3.0
T0005808453,2.0
T0005802446,2.0
T0005704416,3.0
T0005740674,2.0
T0005899504,2.0
T0005798351,2.0
T0005896930,2.0
T0005711026,1.0
T0005829923,2.0
T0005690768,3.0
T0005840620,1.0
T0005842336,2.0
T0005734553,2.0
T0005854309,2.0
T0005843151,3.0
T0005826412,1.0
T0005738926,2.0
T0005758121,3.0
T0005900810,3.0
T0005884627,1.0
T0005709674,3.0
T0005839432,2.0
T0005902522,3.0
T0005699296,1.0
T0005874542,2.0
T0005749063,2.0
T0005720194,1.0
T0005869591,2.0
T0005792783,2.0
T0005869754,3.0
T0005798954,2.0
T0005893407,3.0
T0005801342,3.0
T0005834715,2.0
T0005801510,1.0
T0005873229,3.0
T0005840755,2.0
T0005757956,3.0
T0005798487,1.0
T0005879332,3.0
T0005903921,3.0
T0005795752,2.0
T0005725419,3.0
T0005740583,3.0
T0005818695,2.0
T0005748170,3.0
T0005791633,3.0
T0005755999,2.0
T0005833828,2.0
T0005724402,3.0
T0005862594,2.0
T0005861436,2.0
T0005774879,2.0
T0005816929,2.0
T0005729566,2.0
T0005817054,2.0
T0005819332,3.0
T0005863330,3.0
T0005713251,3.0
T0005848298,2.0
T0005856377,3.0
T0005828143,3.0
T0005864263,2.0
T0005839701,2.0
T0005825122,2.0
T0005718423,3.0
T0005734229,3.0
T0005807699,3.0
T0005906693,3.0
T0005712077,2.0
T0005854572,3.0
T0005717612,2.0
T0005750039,2.0
T0005695764,3.0
T0005823512,2.0
T0005883747,3.0
T0005752955,3.0
T0005780440,3.0
T0005890818,1.0
T0005712084,1.0
T0005751646,2.0
T0005750049,3.0
T0005845897,2.0
T0005794649,2.0
T0005843762,2.0
T0005736317,3.0
T0005856559,2.0
T0005739813,2.0
T0005880367,2.0
T0005797862,2.0
T0005877465,2.0
T0005705718,2.0
T0005797324,2.0
T0005724953,2.0
T0005759728,3.0
T0005829096,2.0
T0005885635,2.0
T0005733724,3.0
T0005697048,2.0
T0005810320,2.0
T0005748968,2.0
T0005876247,3.0
T0005759924,3.0
T0005698946,2.0
T0005904699,2.0
T0005833120,3.0
T0005706572,2.0
T0005842105,2.0
T0005715497,3.0
T0005788968,1.0
T0005719006,1.0
T0005767026,2.0
T0005904015,3.0
T0005866059,1.0
T0005756424,2.0
T0005783675,2.0
T0005831022,2.0
T0005700833,3.0
T0005716172,3.0
T0005692014,2.0
T0005908464,2.0
T0005884057,3.0
T0005898702,3.0
T0005797833,2.0
T0005740231,1.0
T0005767861,2.0
T0005900906,1.0
T0005768075,3.0
T0005772516,3.0
T0005882451,2.0
T0005885981,1.0
T0005820832,3.0
T0005741302,1.0
T0005833207,1.0
T0005775160,3.0
T0005864463,2.0
T0005745673,3.0
T0005876320,3.0
T0005841638,2.0
T0005799406,2.0
T0005701893,2.0
T0005764520,2.0
T0005701688,3.0
T0005860072,1.0
T0005725321,3.0
T0005771709,1.0
T0005695634,2.0
T0005875642,2.0
T0005858119,2.0
T0005906861,1.0
T0005802697,3.0
T0005788804,2.0
T0005699547,3.0
T0005840210,2.0
T0005861923,3.0
T0005834696,2.0
T0005882188,2.0
T0005875750,2.0
T0005889123,3.0
T0005729024,3.0
T0005835974,2.0
T0005788851,2.0
T0005906825,3.0
T0005868649,3.0
T0005717434,2.0
T0005717104,2.0
T0005698319,2.0
T0005887196,2.0
T0005905718,3.0
T0005734354,3.0
T0005743635,3.0
T0005715012,2.0
T0005781378,2.0
T0005783379,2.0
T0005896116,2.0
T0005861965,2.0
T0005901477,1.0
T0005737316,3.0
T0005712719,2.0
T0005769418,3.0
T0005802696,2.0
T0005747510,2.0
T0005735774,3.0
T0005764109,2.0
T0005832630,2.0
T0005751612,2.0
T0005726215,1.0
T0005802532,3.0
T0005892743,2.0
T0005784178,1.0
T0005741322,1.0
T0005761742,1.0
T0005856745,2.0
T0005784935,3.0
T0005709886,3.0
T0005839146,3.0
T0005832012,2.0
T0005812631,2.0
T0005885469,2.0
T0005879883,3.0
T0005756561,2.0
T0005782444,3.0
T0005740437,2.0
T0005857316,3.0
T0005786140,2.0
T0005690661,2.0
T0005791097,2.0
T0005869676,2.0
T0005727389,1.0
T0005774166,3.0
T0005871651,2.0
T0005697751,2.0
T0005799575,1.0
T0005826016,2.0
T0005713562,2.0
T0005863619,1.0
T0005770011,2.0
T0005841904,3.0
T0005817458,3.0
T0005701537,3.0
T0005833563,3.0
T0005796405,2.0
T0005763567,1.0
T0005724523,2.0
T0005906454,2.0
T0005731157,2.0
T0005830279,3.0
T0005765982,1.0
T0005760611,3.0
T0005734949,3.0
T0005807089,3.0
T0005890837,1.0
T0005885420,3.0
T0005884412,3.0
T0005719311,3.0
T0005717321,2.0
T0005867267,2.0
T0005737000,2.0
T0005743612,2.0
T0005734493,3.0
T0005714608,2.0
T0005872550,2.0
T0005702184,2.0
T0005839303,3.0
T0005865912,1.0
T0005741429,1.0
T0005871337,3.0
T0005756129,2.0
T0005869658,2.0
T0005738339,3.0
T0005885685,2.0
T0005754294,2.0
T0005895622,2.0
T0005752516,2.0
T0005791717,1.0
T0005697429,2.0
T0005768452,2.0
T0005883556,2.0
T0005782917,3.0
T0005898750,1.0
T0005847855,2.0
T0005877219,2.0
T0005717909,1.0
T0005873355,3.0
T0005727587,2.0
T0005882848,2.0
T0005721274,2.0
T0005816440,2.0
T0005708315,2.0
T0005883679,3.0
T0005826254,2.0
T0005794551,2.0
T0005695154,3.0
T0005876635,2.0
T0005715487,1.0
T0005709057,2.0
T0005868408,1.0
T0005847069,3.0
T0005866986,3.0
T0005703560,3.0
T0005883286,1.0
T0005833698,3.0
T0005844289,2.0
T0005733415,1.0
T0005895699,1.0
T0005803831,3.0
T0005709890,3.0
T0005787374,3.0
T0005885742,3.0
T0005759089,3.0
T0005829598,2.0
T0005902184,1.0
T0005893193,2.0
T0005875779,1.0
T0005806080,3.0
T0005749674,3.0
T0005793942,2.0
T0005759487,2.0
T0005792034,2.0
T0005905590,3.0
T0005721473,3.0
T0005757800,2.0
T0005877113,2.0
T0005704291,2.0
T0005772154,3.0
T0005903855,3.0
T0005764224,2.0
T0005872814,3.0
T0005852763,3.0
T0005770616,3.0
T0005722919,3.0
T0005855179,3.0
T0005806433,2.0
T0005800141,3.0
T0005699834,3.0
T0005717229,3.0
T0005856746,2.0
T0005694485,3.0
T0005735920,2.0
T0005907045,2.0
T0005853664,2.0
T0005776025,3.0
T0005748316,3.0
T0005885355,2.0
T0005852120,3.0
T0005695308,3.0
T0005863434,2.0
T0005877828,3.0
T0005801031,3.0
T0005888402,1.0
T0005762822,1.0
T0005751727,2.0
T0005787721,3.0
T0005770141,2.0
T0005841182,2.0
T0005826718,2.0
T0005766103,2.0
T0005736178,1.0
T0005814652,2.0
T0005855880,3.0
T0005749708,2.0
T0005882183,2.0
T0005823583,3.0
T0005716257,3.0
T0005719001,2.0
T0005871493,2.0
T0005809466,3.0
T0005828948,2.0
T0005856739,1.0
T0005729642,3.0
T0005875085,2.0
T0005712870,2.0
T0005784418,3.0
T0005854337,1.0
T0005744663,2.0
T0005855842,1.0
T0005738869,2.0
T0005738975,1.0
T0005759953,3.0
T0005705924,2.0
T0005692883,2.0
T0005895297,3.0
T0005728850,3.0
T0005736159,3.0
T0005741629,3.0
T0005775298,1.0
T0005842613,2.0
T0005885944,2.0
T0005759555,2.0
T0005877808,3.0
T0005871239,2.0
T0005767992,1.0
T0005703742,2.0
T0005888847,1.0
T0005711648,3.0
T0005904128,2.0
T0005705760,3.0
T0005797071,2.0
T0005881348,3.0
T0005898256,3.0
T0005755719,2.0
T0005754366,1.0
T0005731152,3.0
T0005704017,1.0
T0005713958,3.0
T0005857216,2.0
T0005853365,3.0
T0005907510,2.0
T0005823839,2.0
T0005857432,3.0
T0005905327,2.0
T0005876577,3.0
T0005907038,3.0
T0005866006,2.0
T0005788726,3.0
T0005842040,2.0
T0005872033,1.0
T0005810616,2.0
T0005697753,1.0
T0005797625,1.0
T0005689949,2.0
T0005733644,3.0
T0005748894,3.0
T0005743657,2.0
T0005893641,2.0
T0005692033,3.0
T0005884693,2.0
T0005900879,3.0
T0005721891,3.0
T0005849411,1.0
T0005900058,2.0
T0005710078,2.0
T0005725579,2.0
T0005822090,1.0
T0005773398,1.0
T0005761262,3.0
T0005757238,2.0
T0005893026,2.0
T0005762662,3.0
T0005780034,2.0
T0005841919,2.0
T0005813678,3.0
T0005867663,3.0
T0005718906,2.0
T0005749704,2.0
T0005884272,2.0
T0005779233,1.0
T0005897404,1.0
T0005735066,2.0
T0005739641,3.0
T0005759542,3.0
T0005852231,3.0
T0005740090,2.0
T0005776512,2.0
T0005746184,2.0
T0005837988,2.0
T0005778682,2.0
T0005830473,2.0
T0005803393,1.0
T0005893921,3.0
T0005830760,1.0
T0005872538,2.0
T0005843763,2.0
T0005838994,1.0
T0005863913,2.0
T0005836170,3.0
T0005714521,2.0
T0005838765,2.0
T0005705076,2.0
T0005861768,1.0
T0005814283,1.0
T0005848343,1.0
T0005853003,1.0
T0005712666,2.0
T0005902301,2.0
T0005901663,3.0
T0005776808,3.0
T0005750966,1.0
T0005705411,2.0
T0005703781,2.0
T0005799378,3.0
T0005865933,2.0
T0005786851,2.0
T0005828206,2.0
T0005820739,3.0
T0005787274,2.0
T0005731640,2.0
T0005722050,2.0
T0005700724,2.0
T0005705390,3.0
T0005705471,2.0
T0005884134,2.0
T0005752553,2.0
T0005847247,2.0
T0005728808,2.0
T0005851131,3.0
T0005717453,2.0
T0005763222,3.0
T0005882561,2.0
T0005854833,1.0
T0005710923,2.0
T0005897211,2.0
T0005714485,3.0
T0005880035,2.0
T0005736498,2.0
T0005886354,3.0
T0005833885,2.0
T0005778296,2.0
T0005738808,2.0
T0005735785,2.0
T0005764992,2.0
T0005744035,3.0
T0005704701,3.0
T0005841523,3.0
T0005719908,3.0
T0005704271,2.0
T0005731508,2.0
T0005818708,3.0
T0005717367,2.0
T0005874476,2.0
T0005766813,1.0
T0005781574,2.0
T0005733548,3.0
T0005895755,1.0
T0005887362,3.0
T0005747515,3.0
T0005835095,3.0
T0005740147,1.0
T0005800960,3.0
T0005863818,2.0
T0005845684,3.0
T0005865895,2.0
T0005800100,2.0
T0005897893,3.0
T0005907279,2.0
T0005740046,2.0
T0005854631,2.0
T0005773856,3.0
T0005810767,2.0
T0005855926,1.0
T0005905663,3.0
T0005744687,3.0
T0005805000,1.0
T0005817977,3.0
T0005723182,2.0
T0005707510,3.0
T0005787093,3.0
T0005848723,1.0
T0005904326,3.0
T0005807301,2.0
T0005709082,2.0
T0005734743,2.0
T0005906010,2.0
T0005787240,3.0
T0005848582,2.0
T0005771075,3.0
T0005715327,2.0
T0005863793,2.0
T0005718937,3.0
T0005899792,3.0
T0005754953,2.0
T0005811192,2.0
T0005825364,2.0
T0005797157,1.0
T0005740579,3.0
T0005886298,2.0
T0005730671,3.0
T0005849849,2.0
T0005830217,1.0
T0005722790,3.0
T0005893767,3.0
T0005890192,1.0
T0005876872,3.0
T0005896118,2.0
T0005813179,2.0
T0005884481,3.0
T0005694892,2.0
T0005850078,2.0
T0005884326,1.0
T0005774938,1.0
T0005877078,2.0
T0005888645,2.0
T0005840469,3.0
T0005760103,2.0
T0005869672,2.0
T0005749128,2.0
T0005690015,2.0
T0005873347,2.0
T0005815389,3.0
T0005866139,3.0
T0005788841,1.0
T0005846167,1.0
T0005841612,2.0
T0005712747,2.0
T0005809329,2.0
T0005862171,3.0
T0005841827,2.0
T0005822660,1.0
T0005705047,3.0
T0005834349,3.0
T0005758339,1.0
T0005809045,1.0
T0005750858,3.0
T0005803713,2.0
T0005886249,2.0
T0005725084,2.0
T0005753368,1.0
T0005903760,2.0
T0005820841,3.0
T0005802190,3.0
T0005776527,2.0
T0005830560,3.0
T0005748475,2.0
T0005738228,2.0
T0005763460,2.0
T0005757806,2.0
T0005753903,3.0
T0005728459,1.0
T0005872667,2.0
T0005901700,2.0
T0005797326,3.0
T0005820681,3.0
T0005850132,2.0
T0005777081,2.0
T0005907289,2.0
T0005874008,2.0
T0005853779,2.0
T0005693678,2.0
T0005840856,2.0
T0005813362,2.0
T0005837991,3.0
T0005710674,1.0
T0005853491,3.0
T0005874280,2.0
T0005758761,3.0
T0005757059,3.0
T0005735981,3.0
T0005729110,2.0
T0005844093,2.0
T0005834509,2.0
T0005879455,2.0
T0005701004,2.0
T0005836666,3.0
T0005719557,3.0
T0005835192,2.0
T0005838433,2.0
T0005719178,2.0
T0005856536,2.0
T0005698555,3.0
T0005768189,2.0
T0005815250,3.0
T0005754740,3.0
T0005770198,2.0
T0005872009,2.0
T0005827126,1.0
T0005902351,1.0
T0005886478,2.0
T0005872385,3.0
T0005718777,3.0
T0005708176,1.0
T0005720785,3.0
T0005790309,1.0
T0005693777,2.0
T0005853375,2.0
T0005783386,3.0
T0005762919,3.0
T0005853792,3.0
T0005883626,2.0
T0005712235,2.0
T0005778046,2.0
T0005864452,3.0
T0005836366,2.0
T0005727418,2.0
T0005875970,2.0
T0005825720,3.0
T0005869268,3.0
T0005724124,3.0
T0005883101,3.0
T0005730382,2.0
T0005907786,3.0
T0005819102,3.0
T0005831565,2.0
T0005907960,3.0
T0005896428,3.0
T0005700160,3.0
T0005761618,2.0
T0005821651,1.0
T0005740738,1.0
T0005773434,2.0
T0005896897,3.0
T0005894825,3.0
T0005809337,2.0
T0005743927,3.0
T0005865665,3.0
T0005768242,1.0
T0005758805,2.0
T0005714345,3.0
T0005734985,2.0
T0005851468,2.0
T0005709606,2.0
T0005831559,3.0
T0005731471,1.0
T0005899483,3.0
T0005745323,3.0
T0005847283,2.0
T0005810632,2.0
T0005857326,1.0
T0005704405,3.0
T0005817225,2.0
T0005791469,3.0
T0005735139,3.0
T0005736152,2.0
T0005816137,1.0
T0005879476,2.0
T0005899020,1.0
T0005771580,3.0
T0005727893,2.0
T0005882244,1.0
T0005736968,2.0
T0005804212,3.0
T0005898247,3.0
T0005832014,2.0
T0005766757,2.0
T0005865163,2.0
T0005827923,3.0
T0005865724,3.0
T0005870239,1.0
T0005786382,3.0
T0005780910,2.0
T0005766318,1.0
T0005889999,2.0
T0005697543,3.0
T0005876254,3.0
T0005807872,2.0
T0005766334,2.0
T0005822163,2.0
T0005853892,3.0
T0005694286,2.0
T0005883108,3.0
T0005753269,2.0
T0005825800,2.0
T0005726071,3.0
T0005764730,1.0
T0005765507,2.0
T0005708573,2.0
T0005764405,3.0
T0005751091,2.0
T0005896901,3.0
T0005787499,2.0
T0005736620,2.0
T0005847277,1.0
T0005762676,1.0
T0005808520,1.0
T0005867077,2.0
T0005883618,1.0
T0005705119,1.0
T0005760077,2.0
T0005898374,2.0
T0005767736,1.0
T0005824779,2.0
T0005857389,3.0
T0005819666,2.0
T0005908102,3.0
T0005691409,1.0
T0005804551,1.0
T0005831299,2.0
T0005859576,3.0
T0005893152,3.0
T0005795760,2.0
T0005770778,3.0
T0005892793,2.0
T0005785656,1.0
T0005842935,3.0
T0005902027,2.0
T0005715693,2.0
T0005734396,2.0
T0005791374,2.0
T0005835310,3.0
T0005714093,3.0
T0005892841,3.0
T0005824706,1.0
T0005844684,2.0
T0005880791,2.0
T0005764287,2.0
T0005864140,2.0
T0005784655,3.0
T0005698433,3.0
T0005896914,2.0
T0005717235,3.0
T0005721949,1.0
T0005724243,2.0
T0005845280,2.0
T0005730273,2.0
T0005830454,2.0
T0005803139,2.0
T0005780058,3.0
T0005770534,2.0
T0005734221,2.0
T0005826030,3.0
T0005819758,2.0
T0005796594,2.0
T0005811282,3.0
T0005756308,3.0
T0005799797,2.0
T0005761702,2.0
T0005752992,2.0
T0005763002,2.0
T0005731190,2.0
T0005800956,3.0
T0005709310,2.0
T0005904994,1.0
T0005856702,2.0
T0005730705,3.0
T0005814272,2.0
T0005846663,1.0
T0005758320,2.0
T0005772138,2.0
T0005747667,2.0
T0005766565,1.0
T0005765891,3.0
T0005817346,2.0
T0005741669,3.0
T0005756335,2.0
T0005885493,3.0
T0005696756,3.0
T0005768782,2.0
T0005727664,2.0
T0005856720,1.0
T0005793873,3.0
T0005902490,3.0
T0005797295,3.0
T0005907522,3.0
T0005777195,3.0
T0005866734,1.0
T0005749784,3.0
T0005744629,2.0
T0005843114,2.0
T0005865210,2.0
T0005886954,2.0
T0005863301,3.0
T0005691188,2.0
T0005774431,2.0
T0005882216,1.0
T0005730759,2.0
T0005821680,2.0
T0005837816,2.0
T0005845558,3.0
T0005905974,2.0
T0005727719,2.0
T0005795508,1.0
T0005842091,2.0
T0005805593,3.0
T0005727929,2.0
T0005843643,1.0
T0005787651,2.0
T0005708831,3.0
T0005867243,3.0
T0005802427,2.0
T0005866283,1.0
T0005888656,2.0
T0005864719,3.0
T0005787506,2.0
T0005766413,2.0
T0005875029,3.0
T0005733935,2.0
T0005797997,1.0
T0005884720,2.0
T0005777791,1.0
T0005718987,2.0
T0005699172,3.0
T0005892074,2.0
T0005710498,2.0
T0005698335,1.0
T0005732262,1.0
T0005780237,3.0
T0005858930,2.0
T0005891151,2.0
T0005783264,2.0
T0005806311,1.0
T0005748856,3.0
T0005847383,2.0
T0005809188,2.0
T0005802308,1.0
T0005724689,1.0
T0005707765,2.0
T0005905768,2.0
T0005744059,3.0
T0005836729,2.0
T0005870258,2.0
T0005735289,2.0
T0005826151,2.0
T0005737857,3.0
T0005886908,3.0
T0005737078,2.0
T0005763453,2.0
T0005736700,2.0
T0005802380,2.0
T0005864462,2.0
T0005905523,3.0
T0005806406,2.0
T0005721254,2.0
T0005742448,3.0
T0005771682,1.0
T0005767317,2.0
T0005703625,2.0
T0005795901,2.0
T0005839384,2.0
T0005735599,2.0
T0005791579,2.0
T0005691625,2.0
T0005771432,3.0
T0005873813,2.0
T0005701980,2.0
T0005695504,1.0
T0005692174,1.0
T0005745076,3.0
T0005713154,3.0
T0005859100,3.0
T0005907151,3.0
T0005851303,1.0
T0005876288,2.0
T0005885630,3.0
T0005799223,1.0
T0005777834,3.0
T0005803027,2.0
T0005881109,2.0
T0005810791,3.0
T0005816618,2.0
T0005826104,3.0
T0005746361,3.0
T0005797207,1.0
T0005892457,2.0
T0005831808,1.0
T0005870713,3.0
T0005797304,2.0
T0005774215,2.0
T0005814691,2.0
T0005715471,2.0
T0005829747,2.0
T0005758896,2.0
T0005854935,3.0
T0005887338,3.0
T0005890892,2.0
T0005851216,3.0
T0005865866,3.0
T0005827723,2.0
T0005734537,1.0
T0005798934,2.0
T0005828072,2.0
T0005727062,2.0
T0005847183,1.0
T0005777265,2.0
T0005862317,3.0
T0005904192,3.0
T0005766122,2.0
T0005869771,1.0
T0005738873,3.0
T0005872135,3.0
T0005703364,2.0
T0005707140,2.0
T0005837579,2.0
T0005774208,3.0
T0005701842,1.0
T0005711503,3.0
T0005711553,2.0
T0005691539,2.0
T0005806139,2.0
T0005885228,2.0
T0005784511,2.0
T0005845295,2.0
T0005790897,3.0
T0005700829,1.0
T0005852432,3.0
T0005820740,2.0
T0005820308,2.0
T0005717140,3.0
T0005900340,3.0
T0005828638,2.0
T0005906271,3.0
T0005709642,3.0
T0005788438,2.0
T0005901400,3.0
T0005697338,3.0
T0005841009,2.0
T0005696838,3.0
T0005789547,2.0
T0005713444,3.0
T0005825243,2.0
T0005740989,2.0
T0005700042,3.0
T0005821373,1.0
T0005691075,2.0
T0005873608,2.0
T0005774373,1.0
T0005809377,2.0
T0005711157,1.0
T0005777851,1.0
T0005774544,3.0
T0005765751,3.0
T0005829908,1.0
T0005701453,2.0
T0005871866,3.0
T0005795661,1.0
T0005765152,2.0
T0005893535,2.0
T0005749192,3.0
T0005785516,1.0
T0005777505,3.0
T0005855203,2.0
T0005828319,1.0
T0005717131,2.0
T0005793880,1.0
T0005746884,1.0
T0005707676,3.0
T0005770800,3.0
T0005870576,2.0
T0005902724,3.0
T0005743637,3.0
T0005814598,3.0
T0005711728,3.0
T0005876340,2.0
T0005790283,2.0
T0005767883,2.0
T0005692407,3.0
T0005786139,2.0
T0005819641,2.0
T0005794783,2.0
T0005848425,3.0
T0005760673,3.0
T0005863103,2.0
T0005828097,2.0
T0005715036,3.0
T0005692435,2.0
T0005734042,3.0
T0005870244,1.0
T0005725371,3.0
T0005886681,1.0
T0005844824,3.0
T0005726686,2.0
T0005700041,1.0
T0005767789,1.0
T0005843854,2.0
T0005783125,2.0
T0005854408,3.0
T0005883265,3.0
T0005863445,2.0
T0005857265,2.0
T0005776278,1.0
T0005900522,2.0
T0005705270,3.0
T0005862873,1.0
T0005808020,2.0
T0005844131,1.0
T0005818182,2.0
T0005773687,1.0
T0005729791,1.0
T0005735925,1.0
T0005892088,2.0
T0005751591,2.0
T0005776124,1.0
T0005784690,2.0
T0005882352,2.0
T0005829703,2.0
T0005785585,2.0
T0005722338,1.0
T0005818711,3.0
T0005852349,3.0
T0005783740,2.0
T0005851881,2.0
T0005834208,3.0
T0005764247,2.0
T0005715899,2.0
T0005693995,2.0
T0005744090,2.0
T0005899484,2.0
T0005750121,2.0
T0005844225,3.0
T0005764364,1.0
T0005815339,3.0
T0005858814,3.0
T0005860201,3.0
T0005720344,3.0
T0005728444,2.0
T0005725671,3.0
T0005866036,2.0
T0005796188,3.0
T0005740975,2.0
T0005772844,2.0
T0005760101,2.0
T0005760674,1.0
T0005805221,2.0
T0005720566,2.0
T0005820651,3.0
T0005828700,1.0
T0005773458,1.0
T0005789920,2.0
T0005880598,2.0
T0005753290,3.0
T0005891956,2.0
T0005757579,2.0
T0005751105,1.0
T0005760625,3.0
T0005792106,3.0
T0005774826,2.0
T0005839394,2.0
T0005860358,2.0
T0005769000,3.0
T0005716171,3.0
T0005885051,3.0
T0005709621,1.0
T0005899420,2.0
T0005853066,3.0
T0005872156,2.0
T0005903065,2.0
T0005796930,2.0
T0005762089,3.0
T0005845912,2.0
T0005888053,2.0
T0005883363,1.0
T0005748080,2.0
T0005801121,1.0
T0005748436,1.0
T0005692635,2.0
T0005746265,2.0
T0005815019,2.0
T0005776998,3.0
T0005851226,2.0
T0005701513,2.0
T0005768630,2.0
T0005856800,2.0
T0005785935,3.0
T0005786440,3.0
T0005798714,2.0
T0005758694,2.0
T0005707434,2.0
T0005893237,2.0
T0005832990,2.0
T0005722579,1.0
T0005693820,2.0
T0005778250,3.0
T0005702345,2.0
T0005807214,1.0
T0005851686,2.0
T0005826257,2.0
T0005798189,3.0
T0005726977,1.0
T0005743192,2.0
T0005824599,2.0
T0005765584,3.0
T0005839175,2.0
T0005748254,3.0
T0005861954,2.0
T0005801234,3.0
T0005806924,2.0
T0005806725,1.0
T0005713373,2.0
T0005690853,2.0
T0005807384,2.0
T0005724713,2.0
T0005803916,2.0
T0005762862,3.0
T0005820288,2.0
T0005806431,2.0
T0005806744,2.0
T0005891381,3.0
T0005866846,2.0
T0005858815,2.0
T0005723722,1.0
T0005868281,1.0
T0005740055,2.0
T0005878219,2.0
T0005869826,2.0
T0005799740,3.0
T0005792657,2.0
T0005886594,2.0
T0005821928,3.0
T0005758450,2.0
T0005748823,2.0
T0005795865,3.0
T0005755315,2.0
T0005874396,2.0
T0005835723,2.0
T0005711645,3.0
T0005757969,2.0
T0005694488,2.0
T0005870557,2.0
T0005876852,3.0
T0005893888,2.0
T0005846935,2.0
T0005718701,2.0
T0005756697,2.0
T0005900196,2.0
T0005873610,3.0
T0005812913,3.0
T0005890325,2.0
T0005884815,3.0
T0005706838,1.0
T0005871536,2.0
T0005788712,2.0
T0005707907,1.0
T0005692679,2.0
T0005862533,2.0
T0005840055,3.0
T0005758779,2.0
T0005694267,3.0
T0005908160,2.0
T0005727748,2.0
T0005800608,3.0
T0005760183,3.0
T0005728533,3.0
T0005771136,2.0
T0005689719,3.0
T0005854923,2.0
T0005801331,3.0
T0005801517,3.0
T0005810607,2.0
T0005897576,1.0
T0005887908,3.0
T0005836369,2.0
T0005755397,1.0
T0005763537,2.0
T0005896533,1.0
T0005713780,2.0
T0005877266,3.0
T0005850846,3.0
T0005749190,2.0
T0005700698,3.0
T0005892121,1.0
T0005766230,2.0
T0005900960,2.0
T0005828300,1.0
T0005844223,2.0
T0005787060,3.0
T0005707357,2.0
T0005804223,2.0
T0005762499,3.0
T0005775575,2.0
T0005892706,2.0
T0005821972,3.0
T0005740858,3.0
T0005834475,2.0
T0005730522,1.0
T0005837373,2.0
T0005750320,2.0
T0005769705,2.0
T0005837301,3.0
T0005773285,2.0
T0005719436,3.0
T0005712294,2.0
T0005737641,3.0
T0005903196,3.0
T0005718820,1.0
T0005757232,3.0
T0005854599,2.0
T0005866510,1.0
